TransactionID,OrderDate,DeliveryDate,SupplierName,SupplierCategory,Department,ItemDescription,Quantity,UnitPrice,TotalPrice,ContractReference,SavingsIdentified,SavingsRealized,PaymentTermsDays
TRX00554,06/09/2024,19/09/2024,"Santiago, Combs and Singleton",Logistics,HR,Billion Service/Product,5,£424.60,"£2,123.00",CON5485,126.04,54.1,30
TRX00555,24/01/2025,28/01/2025,Hatfield-Lee,IT Services,Admin,Republican Service/Product,9,£12.48,£112.32,CON8338,15.28,9.39,60
TRX00556,16/06/2025,30/06/2025,"Richardson, Conner and Davis",Office Equipment,Admin,Factor Service/Product,2,£874.88,"£1,749.76",CON2146,0,0,60
TRX00557,07/06/2024,25/06/2024,Hernandez PLC,Medical Supplies,Finance,Year Service/Product,3,£962.90,"£2,888.70",CON4416,0,0,30
TRX00558,05/09/2024,17/09/2024,"Murray, Harris and Wright",Medical Supplies,HR,See Service/Product,7,£221.15,"£1,548.05",CON6383,0,0,30
TRX00559,30/07/2023,24/08/2023,Cruz Inc,Consulting,Patient Care,Pm Service/Product,1,£155.49,£155.49,CON7549,0,0,60
TRX00560,10/10/2024,05/11/2024,Barnes Group,Facilities Maintenance,Operations,Product Service/Product,9,£827.65,"£7,448.85",CON3869,0,0,90
TRX00561,08/06/2025,27/06/2025,"Cabrera, Taylor and Smith",Office Equipment,IT,Politics Service/Product,10,£890.34,"£8,903.40",CON3957,0,0,90
TRX00562,06/06/2025,11/06/2025,"Norton, Taylor and Lucas",IT Services,Admin,Look Service/Product,8,£100.13,£801.04,CON3789,140.5,96.44,90
TRX00563,12/04/2024,19/04/2024,"Walsh, Fields and Washington",Logistics,HR,Sense Service/Product,6,£766.44,"£4,598.64",,0,0,60
TRX00564,05/10/2024,14/10/2024,Parrish-Poole,Office Equipment,HR,Still Service/Product,3,£28.68,£86.04,CON8358,10.02,1.15,60
TRX00565,01/06/2025,01/07/2025,Green and Sons,Facilities Maintenance,Finance,Difference Service/Product,8,£648.70,"£5,189.60",CON7961,719.05,478.92,60
TRX00566,22/07/2024,16/08/2024,Hopkins-Glass,Medical Supplies,Admin,Him Service/Product,6,£488.36,"£2,930.16",,0,0,30
TRX00567,22/10/2023,04/11/2023,Rhodes-Johnson,IT Services,Admin,Western Service/Product,7,£51.09,£357.63,CON9669,0,0,30
TRX00568,04/06/2024,21/06/2024,"Boyer, Molina and Warren",Logistics,Finance,Election Service/Product,4,£587.23,"£2,348.92",CON2578,0,0,90
TRX00569,25/01/2024,01/02/2024,"Bennett, Pearson and Harris",Logistics,Operations,Coach Service/Product,5,£33.24,£166.20,CON5192,0,0,90
TRX00570,26/01/2024,11/02/2024,Snow LLC,Consulting,Patient Care,Environmental Service/Product,5,£523.91,"£2,619.55",CON6121,0,0,90
TRX00571,14/03/2025,05/04/2025,"Moore, Frazier and Greer",IT Services,HR,Attention Service/Product,2,£451.56,£903.12,CON3506,0,0,90
TRX00572,24/10/2024,05/11/2024,Davis-Henry,Facilities Maintenance,Operations,Camera Service/Product,6,£510.34,"£3,062.04",CON6649,0,0,60
TRX00573,11/02/2024,19/02/2024,"Davis, Johnson and Cantrell",Logistics,Finance,Increase Service/Product,6,£600.13,"£3,600.78",,0,0,60
TRX00574,27/04/2024,18/05/2024,Shepard Group,IT Services,HR,Light Service/Product,7,£277.46,"£1,942.22",CON4655,0,0,90
TRX00575,19/01/2025,25/01/2025,"Mcfarland, Scott and Sanchez",Consulting,IT,Occur Service/Product,1,£90.35,£90.35,CON5619,0,0,90
TRX00576,11/08/2024,03/09/2024,Haney and Sons,Logistics,Operations,While Service/Product,10,£270.19,"£2,701.90",,0,0,60
TRX00577,01/08/2023,19/08/2023,Thompson-Nguyen,Facilities Maintenance,IT,Tell Service/Product,7,£181.68,"£1,271.76",CON3927,163.76,10.14,60
TRX00578,13/12/2023,09/01/2024,Jordan-Mitchell,Facilities Maintenance,Operations,Candidate Service/Product,8,£526.72,"£4,213.76",,0,0,60
TRX00579,22/06/2024,28/06/2024,Rice and Sons,Facilities Maintenance,IT,Those Service/Product,8,£488.60,"£3,908.80",CON4767,0,0,30
TRX00580,25/08/2024,23/09/2024,Bartlett-Oconnor,IT Services,HR,Single Service/Product,8,£878.88,"£7,031.04",,0,0,30
TRX00581,27/06/2025,07/07/2025,"Gregory, Simmons and Miller",Logistics,Admin,Now Service/Product,9,£797.62,"£7,178.58",CON1708,0,0,30
TRX00582,17/10/2023,06/11/2023,Price LLC,Medical Supplies,IT,Camera Service/Product,2,£867.23,"£1,734.46",,88.18,52.97,30
TRX00583,10/09/2023,16/09/2023,"Green, Maddox and Harris",Logistics,Patient Care,Either Service/Product,5,£573.53,"£2,867.65",CON7041,469.48,85.25,60
TRX00584,27/08/2023,12/09/2023,Walker-Spears,Medical Supplies,Finance,President Service/Product,8,£383.65,"£3,069.20",,0,0,90
TRX00585,28/04/2025,15/05/2025,Jones PLC,Office Equipment,Finance,Future Service/Product,4,£830.24,"£3,320.96",CON3403,0,0,60
TRX00586,31/08/2024,06/09/2024,Thompson Ltd,Logistics,Patient Care,Stage Service/Product,2,£969.63,"£1,939.26",,0,0,90
TRX00587,27/04/2025,19/05/2025,"Myers, Wilson and Carr",Office Equipment,HR,Fall Service/Product,10,£315.35,"£3,153.50",,181.07,58.67,60
TRX00588,10/10/2023,03/11/2023,Wong-Romero,IT Services,Finance,Join Service/Product,10,£980.59,"£9,805.90",CON1505,0,0,30
TRX00589,02/06/2024,05/06/2024,"Smith, Huerta and Mack",Office Equipment,HR,Foot Service/Product,5,£978.58,"£4,892.90",CON2193,0,0,30
TRX00590,14/07/2025,30/07/2025,"Sandoval, Harris and Stafford",IT Services,IT,Nature Service/Product,2,£580.09,"£1,160.18",,0,0,30
TRX00591,18/12/2023,05/01/2024,Kent-Smith,Consulting,Admin,How Service/Product,2,£491.83,£983.66,CON5956,166.83,55.42,90
TRX00592,09/02/2025,12/02/2025,"Payne, Mooney and Jordan",Office Equipment,Patient Care,Society Service/Product,4,£761.41,"£3,045.64",CON4795,0,0,30
TRX00593,09/08/2024,21/08/2024,Avila and Sons,Logistics,Patient Care,Phone Service/Product,5,£694.17,"£3,470.85",CON6265,673.7,620.75,90
TRX00594,19/05/2024,18/06/2024,Austin-Baker,Facilities Maintenance,Patient Care,Wonder Service/Product,1,£297.94,£297.94,CON2821,56.38,5,60
TRX00595,14/09/2023,12/10/2023,Jordan-Ross,Office Equipment,Admin,Arm Service/Product,4,£352.88,"£1,411.52",CON9099,175.11,164.03,60
TRX00596,11/05/2024,16/05/2024,Bolton-Mccann,Consulting,HR,Particular Service/Product,7,£967.38,"£6,771.66",CON7701,589.7,296.22,60
TRX00597,16/04/2025,20/04/2025,Hill PLC,Logistics,HR,Community Service/Product,9,£369.61,"£3,326.49",CON8003,0,0,30
TRX00598,13/03/2024,07/04/2024,"Norman, Rice and Garcia",Facilities Maintenance,Patient Care,Appear Service/Product,7,£919.78,"£6,438.46",,0,0,30
TRX00599,30/03/2025,10/04/2025,Nichols-Johnson,Logistics,IT,Meeting Service/Product,5,£192.86,£964.30,CON3426,0,0,60
TRX00600,05/12/2023,13/12/2023,Morgan-Vaughan,Logistics,HR,Range Service/Product,10,£881.27,"£8,812.70",CON4195,0,0,60
TRX00601,18/02/2024,12/03/2024,Malone Inc,IT Services,Patient Care,Career Service/Product,9,£421.74,"£3,795.66",CON4379,0,0,30
TRX00602,22/07/2023,09/08/2023,"Pratt, Contreras and Young",Office Equipment,Admin,Husband Service/Product,2,£435.45,£870.90,CON6777,0,0,30
TRX00603,17/01/2025,07/02/2025,"Allen, Martinez and Meyers",Logistics,Operations,Base Service/Product,10,£810.41,"£8,104.10",CON3750,0,0,90
TRX00604,11/02/2025,20/02/2025,"Huffman, Shepherd and Carter",IT Services,Admin,Mean Service/Product,6,£675.38,"£4,052.28",,0,0,90
TRX00605,06/08/2024,10/08/2024,"Lopez, Allen and Morales",Logistics,Admin,Hotel Service/Product,5,£577.59,"£2,887.95",,445.08,385.32,60
TRX00606,02/10/2024,26/10/2024,Mitchell-Vaughn,Medical Supplies,Admin,Quite Service/Product,10,£645.46,"£6,454.60",,0,0,90
TRX00607,21/04/2025,29/04/2025,Johnston-Potter,Office Equipment,IT,Organization Service/Product,4,£833.14,"£3,332.56",,0,0,30
TRX00608,11/02/2024,08/03/2024,Henry LLC,Facilities Maintenance,IT,And Service/Product,10,£352.56,"£3,525.60",CON1796,0,0,60
TRX00609,14/03/2024,03/04/2024,Brown LLC,Consulting,Admin,Would Service/Product,10,£232.32,"£2,323.20",,0,0,30
TRX00610,12/05/2024,05/06/2024,"Crawford, Merritt and Rodriguez",Office Equipment,Operations,Record Service/Product,9,£35.88,£322.92,CON5492,46.83,30.71,90
TRX00611,06/10/2023,25/10/2023,Stewart-Ortiz,Logistics,Admin,Foreign Service/Product,7,£907.83,"£6,354.81",CON6803,0,0,30
TRX00612,26/11/2024,22/12/2024,George-Dixon,Logistics,Patient Care,Once Service/Product,6,£249.85,"£1,499.10",,0,0,60
TRX00613,12/11/2024,18/11/2024,"Wells, Watts and Cervantes",Office Equipment,IT,Push Service/Product,3,£636.39,"£1,909.17",CON5869,256.31,47.02,90
TRX00614,16/06/2025,27/06/2025,Martinez Group,Consulting,Operations,Blood Service/Product,10,£121.47,"£1,214.70",CON4050,0,0,90
TRX00615,06/06/2024,22/06/2024,Spears-Butler,Consulting,Patient Care,Nature Service/Product,2,£23.34,£46.68,CON9073,0,0,60
TRX00616,02/09/2023,10/09/2023,Yates PLC,Medical Supplies,IT,Condition Service/Product,7,£502.02,"£3,514.14",CON7196,0,0,90
TRX00617,23/08/2023,05/09/2023,Rice LLC,Medical Supplies,Finance,Although Service/Product,2,£604.86,"£1,209.72",CON5761,0,0,60
TRX00618,09/01/2024,12/01/2024,Hooper-Nunez,Office Equipment,Finance,So Service/Product,8,£667.01,"£5,336.08",,0,0,60
TRX00619,19/09/2023,26/09/2023,"Sullivan, Bell and Everett",Facilities Maintenance,IT,Art Service/Product,1,£281.50,£281.50,CON1731,38.39,16.17,90
TRX00620,20/03/2024,01/04/2024,Gibson Inc,Medical Supplies,Finance,Might Service/Product,1,£231.06,£231.06,CON5922,26.37,21.04,90
TRX00621,14/12/2024,11/01/2025,"Clark, Riley and Terry",Office Equipment,Operations,Analysis Service/Product,10,£37.49,£374.90,CON2766,50.4,42.8,90
TRX00622,22/06/2024,17/07/2024,Jackson-Rose,Facilities Maintenance,HR,Discover Service/Product,9,£156.62,"£1,409.58",CON1094,191.32,98.79,90
TRX00623,30/01/2025,01/03/2025,"Freeman, Herrera and Dickerson",Consulting,HR,Painting Service/Product,8,£555.82,"£4,446.56",CON5728,238.27,184.94,60
TRX00624,05/03/2024,28/03/2024,Park-Mcgee,Consulting,HR,Nice Service/Product,2,£340.67,£681.34,,87.97,26.3,60
TRX00625,30/12/2024,13/01/2025,"Stewart, Walton and Ayala",IT Services,Operations,Food Service/Product,1,£911.99,£911.99,CON2006,0,0,30
TRX00626,08/09/2024,26/09/2024,Marks-Harris,Office Equipment,HR,Near Service/Product,8,£422.23,"£3,377.84",CON6772,0,0,60
TRX00627,24/10/2023,11/11/2023,Hunter Group,Medical Supplies,Finance,However Service/Product,3,£796.80,"£2,390.40",CON2444,0,0,90
TRX00628,10/06/2024,29/06/2024,Anderson-Bailey,Logistics,HR,Look Service/Product,8,£826.07,"£6,608.56",CON7692,0,0,30
TRX00629,31/05/2024,25/06/2024,Norton Ltd,Office Equipment,Operations,Along Service/Product,3,£660.95,"£1,982.85",CON3943,0,0,60
TRX00630,18/11/2024,07/12/2024,Brock-Mason,Logistics,Admin,Five Service/Product,1,£17.88,£17.88,CON3682,0,0,60
TRX00631,16/06/2024,02/07/2024,Oconnor Inc,IT Services,IT,Baby Service/Product,8,£639.93,"£5,119.44",CON8041,722.11,227.63,90
TRX00632,16/12/2023,14/01/2024,Kemp-Johnson,Medical Supplies,Admin,Technology Service/Product,7,£607.40,"£4,251.80",,0,0,90
TRX00633,15/06/2025,22/06/2025,Howard PLC,Logistics,HR,Quite Service/Product,1,£765.69,£765.69,CON1894,0,0,30
TRX00634,04/01/2025,16/01/2025,George Ltd,Medical Supplies,IT,Toward Service/Product,7,£259.17,"£1,814.19",CON1130,229.88,14.36,90
TRX00635,01/03/2024,19/03/2024,"Carlson, Howard and Vance",Facilities Maintenance,HR,Fall Service/Product,5,£610.12,"£3,050.60",,0,0,60
TRX00636,25/05/2024,08/06/2024,Carrillo PLC,Office Equipment,Operations,Mind Service/Product,6,£238.54,"£1,431.24",CON4610,0,0,90
TRX00637,17/12/2024,02/01/2025,"Robinson, Williams and Villarreal",Facilities Maintenance,HR,Partner Service/Product,6,£730.95,"£4,385.70",CON7276,703,458.69,60
TRX00638,16/02/2024,11/03/2024,Williams Group,Facilities Maintenance,Finance,Subject Service/Product,8,£923.76,"£7,390.08",CON8498,0,0,90
TRX00639,16/06/2025,25/06/2025,"Fuentes, White and Snyder",Medical Supplies,Finance,Production Service/Product,4,£989.34,"£3,957.36",,0,0,60
TRX00640,19/07/2023,25/07/2023,Thompson Group,IT Services,Admin,Affect Service/Product,5,£663.80,"£3,319.00",,0,0,30
TRX00641,20/11/2023,19/12/2023,Mendez LLC,IT Services,Operations,Majority Service/Product,1,£407.37,£407.37,CON1150,0,0,30
TRX00642,25/11/2024,22/12/2024,"Diaz, Owens and Chen",Facilities Maintenance,Finance,Might Service/Product,4,£680.28,"£2,721.12",CON8077,0,0,30
TRX00643,22/02/2024,18/03/2024,Miller Inc,Facilities Maintenance,Patient Care,Feeling Service/Product,2,£830.20,"£1,660.40",,0,0,60
TRX00644,20/01/2025,30/01/2025,Gray PLC,Logistics,IT,Drop Service/Product,5,£124.22,£621.10,CON5656,0,0,90
TRX00645,20/07/2023,12/08/2023,Morris-Clark,Facilities Maintenance,Admin,Brother Service/Product,9,£844.27,"£7,598.43",,0,0,90
TRX00646,12/09/2024,10/10/2024,"Phillips, Rose and Thornton",Medical Supplies,Admin,If Service/Product,1,£556.22,£556.22,CON8364,0,0,30
TRX00647,06/06/2025,10/06/2025,Jimenez PLC,Office Equipment,Patient Care,Western Service/Product,10,£680.36,"£6,803.60",CON2346,0,0,60
TRX00648,10/02/2024,04/03/2024,Nguyen Ltd,Consulting,Operations,Recognize Service/Product,8,£347.98,"£2,783.84",CON4112,0,0,30
TRX00649,16/07/2024,14/08/2024,Roach and Sons,Consulting,Patient Care,Commercial Service/Product,3,£840.77,"£2,522.31",CON1127,0,0,90
TRX00650,30/04/2024,09/05/2024,Webster Group,Facilities Maintenance,Operations,And Service/Product,1,£581.65,£581.65,CON9502,0,0,90
TRX00651,10/11/2024,28/11/2024,Lewis-Garner,IT Services,IT,Wide Service/Product,3,£935.90,"£2,807.70",CON5994,419.5,365.05,30
TRX00652,12/02/2024,29/02/2024,Mason PLC,Office Equipment,Admin,Speech Service/Product,6,£279.27,"£1,675.62",CON2630,126.66,43.18,60
TRX00653,28/07/2024,31/07/2024,Johnson-Lawrence,Medical Supplies,IT,Back Service/Product,7,£519.55,"£3,636.85",CON8738,0,0,60
TRX00654,28/05/2024,07/06/2024,Luna PLC,Office Equipment,HR,Provide Service/Product,10,£59.19,£591.90,CON3377,0,0,60
TRX00655,06/10/2024,17/10/2024,"Compton, Kline and Martin",Logistics,Operations,They Service/Product,6,£99.47,£596.82,CON7816,0,0,30
TRX00656,01/06/2024,13/06/2024,Moore PLC,Logistics,Admin,Price Service/Product,2,£316.88,£633.76,CON2449,0,0,90
TRX00657,13/07/2025,10/08/2025,"Parker, Ward and Jenkins",Facilities Maintenance,IT,Together Service/Product,5,£695.14,"£3,475.70",CON9366,0,0,60
TRX00658,29/06/2025,10/07/2025,"Parker, Stewart and Robbins",Office Equipment,HR,Serious Service/Product,9,£411.70,"£3,705.30",CON7265,0,0,30
TRX00659,10/09/2023,26/09/2023,Miller LLC,Medical Supplies,HR,Tv Service/Product,2,£537.73,"£1,075.46",,179.57,24.28,60
TRX00660,17/08/2024,12/09/2024,Nelson-Salazar,Office Equipment,IT,Near Service/Product,2,£765.54,"£1,531.08",CON3868,232.59,213.4,90
TRX00661,11/02/2024,18/02/2024,"Hicks, Morton and Smith",Consulting,HR,Risk Service/Product,4,£577.54,"£2,310.16",CON5516,0,0,60
TRX00662,25/08/2024,24/09/2024,"Reid, Scott and Mckinney",Office Equipment,HR,During Service/Product,10,£259.71,"£2,597.10",,0,0,60
TRX00663,30/05/2025,19/06/2025,Espinoza-Diaz,Medical Supplies,Operations,Father Service/Product,4,£625.91,"£2,503.64",CON4755,0,0,90
TRX00664,13/12/2024,05/01/2025,"Smith, Lewis and Gutierrez",Logistics,Admin,Quickly Service/Product,2,£796.28,"£1,592.56",,272.69,149.17,30
TRX00665,25/12/2024,02/01/2025,Moon-White,Office Equipment,Finance,Shoulder Service/Product,5,£109.51,£547.55,CON4349,93.07,66.39,90
TRX00666,04/08/2024,29/08/2024,Miller-Gibbs,Office Equipment,HR,Republican Service/Product,3,£738.40,"£2,215.20",CON7986,256.12,251.65,30
TRX00667,07/09/2023,01/10/2023,Smith PLC,Logistics,HR,Treatment Service/Product,4,£483.80,"£1,935.20",CON4162,0,0,30
TRX00668,01/05/2025,30/05/2025,Lawrence-Allen,Logistics,IT,Lawyer Service/Product,3,£324.15,£972.45,CON8983,0,0,90
TRX00669,12/08/2024,03/09/2024,"Barrett, Ramsey and Gonzalez",Office Equipment,Operations,Test Service/Product,1,£881.64,£881.64,CON1986,114.52,62.94,30
TRX00670,15/03/2025,08/04/2025,Benjamin Group,Facilities Maintenance,HR,Thousand Service/Product,5,£100.76,£503.80,CON9034,0,0,60
TRX00671,11/10/2024,17/10/2024,Ray-Johnson,Facilities Maintenance,Admin,Computer Service/Product,9,£84.44,£759.96,CON8290,0,0,60
TRX00672,23/12/2024,06/01/2025,"Crawford, Coffey and Peterson",Facilities Maintenance,HR,Discuss Service/Product,6,£601.15,"£3,606.90",CON5303,0,0,90
TRX00673,19/08/2023,04/09/2023,Hogan PLC,Medical Supplies,IT,Mind Service/Product,7,£901.44,"£6,310.08",CON4937,0,0,90
TRX00674,27/10/2023,05/11/2023,Fleming PLC,Logistics,IT,Most Service/Product,2,£16.65,£33.30,CON1670,0,0,60
TRX00675,18/04/2024,21/04/2024,"Frank, Perez and Williams",IT Services,HR,Strong Service/Product,5,£667.41,"£3,337.05",,0,0,60
TRX00676,14/02/2025,05/03/2025,Russell Inc,Medical Supplies,HR,Remember Service/Product,4,£681.36,"£2,725.44",CON2488,0,0,60
TRX00677,19/01/2024,11/02/2024,"Hayes, Smith and Donaldson",Logistics,HR,Positive Service/Product,5,£204.94,"£1,024.70",CON5842,0,0,90
TRX00678,01/09/2023,30/09/2023,Stephens-Turner,Consulting,Patient Care,Either Service/Product,7,£39.07,£273.49,CON8392,0,0,30
TRX00679,02/08/2023,09/08/2023,Smith-Smith,IT Services,HR,Quality Service/Product,5,£792.00,"£3,960.00",CON1358,658.58,154.21,60
TRX00680,01/04/2025,04/04/2025,Weber-Thomas,IT Services,HR,Officer Service/Product,3,£267.76,£803.28,CON2433,0,0,30
TRX00681,12/05/2024,20/05/2024,Turner-Gutierrez,Facilities Maintenance,IT,Soon Service/Product,8,£802.14,"£6,417.12",CON8658,908.74,187.44,90
TRX00682,11/11/2024,19/11/2024,Leon Inc,Logistics,Operations,Everybody Service/Product,2,£238.24,£476.48,,0,0,60
TRX00683,17/03/2024,25/03/2024,Marquez PLC,Consulting,Patient Care,Effort Service/Product,8,£991.39,"£7,931.12",CON4696,1555.3,1210.46,90
TRX00684,27/08/2023,17/09/2023,Wu-Yang,Consulting,Operations,Rest Service/Product,9,£873.07,"£7,857.63",CON4120,627.23,287.75,60
TRX00685,29/01/2024,19/02/2024,"King, Blair and Cross",Medical Supplies,IT,Hospital Service/Product,4,£85.20,£340.80,CON4113,0,0,90
TRX00686,22/05/2025,10/06/2025,"Hall, Duncan and Dickson",Consulting,Finance,Sense Service/Product,4,£117.13,£468.52,,0,0,90
TRX00687,12/04/2024,15/04/2024,Wilson-Baldwin,Facilities Maintenance,Patient Care,Population Service/Product,6,£793.12,"£4,758.72",CON6426,0,0,90
TRX00688,25/03/2024,17/04/2024,"Knight, Watkins and Kelly",Medical Supplies,Patient Care,Value Service/Product,3,£51.68,£155.04,CON8868,0,0,60
TRX00689,09/03/2024,12/03/2024,"Velazquez, Allison and Khan",Medical Supplies,Patient Care,Your Service/Product,5,£36.76,£183.80,,0,0,90
TRX00690,17/02/2024,12/03/2024,Gillespie Ltd,IT Services,Finance,Defense Service/Product,7,£431.11,"£3,017.77",CON6017,330.7,186.08,30
TRX00691,01/08/2024,30/08/2024,"Duke, Smith and Reynolds",Consulting,IT,Politics Service/Product,3,£810.96,"£2,432.88",CON7500,0,0,60
TRX00692,20/04/2024,11/05/2024,"Potter, Reyes and Gomez",Facilities Maintenance,Admin,Wrong Service/Product,10,£881.19,"£8,811.90",CON9911,0,0,60
TRX00693,04/04/2024,16/04/2024,"Hale, Chavez and Howard",IT Services,Finance,Amount Service/Product,10,£605.34,"£6,053.40",CON1004,0,0,30
TRX00694,07/07/2025,14/07/2025,Gates and Sons,Facilities Maintenance,Finance,Maybe Service/Product,3,£70.69,£212.07,,0,0,30
TRX00695,13/06/2024,08/07/2024,"Mcconnell, Rivera and West",Logistics,Finance,Fire Service/Product,3,£285.07,£855.21,CON8910,0,0,90
TRX00696,27/01/2025,17/02/2025,"Miles, Lopez and Sullivan",Logistics,IT,But Service/Product,7,£837.22,"£5,860.54",CON2418,1137.65,566.96,60
TRX00697,18/05/2025,23/05/2025,Jones Inc,Logistics,IT,Lose Service/Product,10,£360.63,"£3,606.30",,0,0,30
TRX00698,10/07/2025,23/07/2025,Gray-Grimes,Logistics,Patient Care,Theory Service/Product,4,£720.42,"£2,881.68",CON5875,430.78,96.6,60
TRX00699,13/10/2023,22/10/2023,"Myers, Roberts and Anderson",Facilities Maintenance,IT,Factor Service/Product,9,£325.21,"£2,926.89",,545.77,121.79,30
TRX00700,06/07/2024,14/07/2024,Kim Inc,Facilities Maintenance,Admin,Create Service/Product,2,£899.93,"£1,799.86",CON4033,105.97,61.95,30
TRX00701,28/06/2024,11/07/2024,Diaz-Newman,Facilities Maintenance,HR,Former Service/Product,7,£319.13,"£2,233.91",CON8072,0,0,60
TRX00702,08/04/2025,29/04/2025,Gonzalez Ltd,Logistics,Admin,Position Service/Product,9,£873.80,"£7,864.20",CON7942,0,0,90
TRX00703,28/03/2024,26/04/2024,Lewis-Maxwell,Logistics,HR,Town Service/Product,1,£70.09,£70.09,CON9441,0,0,60
TRX00704,20/06/2024,20/07/2024,"Hill, Maxwell and Baker",IT Services,Patient Care,Name Service/Product,4,£843.78,"£3,375.12",CON4344,0,0,30
TRX00705,09/01/2024,02/02/2024,Charles-Garcia,Consulting,HR,Party Service/Product,8,£118.42,£947.36,CON8871,0,0,60
TRX00706,06/01/2025,29/01/2025,"Norman, Lam and Crawford",Facilities Maintenance,IT,East Service/Product,2,£319.99,£639.98,CON2681,81.12,65.79,60
TRX00707,30/08/2024,13/09/2024,"Garcia, Shaffer and Jacobson",Facilities Maintenance,Operations,Drive Service/Product,10,£655.19,"£6,551.90",,607.25,202.07,90
TRX00708,22/07/2024,16/08/2024,Grant-Scott,IT Services,Finance,Happy Service/Product,1,£718.66,£718.66,CON3224,0,0,60
TRX00709,02/01/2025,12/01/2025,Johnson and Sons,Office Equipment,Admin,Page Service/Product,10,£749.93,"£7,499.30",CON3314,0,0,30
TRX00710,20/03/2024,23/03/2024,Gonzalez-Wilson,Office Equipment,IT,Idea Service/Product,7,£94.54,£661.78,CON3460,0,0,90
TRX00711,03/02/2025,01/03/2025,Wright Inc,Medical Supplies,Admin,Property Service/Product,3,£303.27,£909.81,,0,0,30
TRX00712,15/07/2024,19/07/2024,"Torres, Clark and Vargas",Consulting,Patient Care,Stay Service/Product,3,£569.55,"£1,708.65",,235.74,65.78,30
TRX00713,15/04/2024,29/04/2024,Turner-King,IT Services,IT,Able Service/Product,2,£992.83,"£1,985.66",,308.59,242.67,90
TRX00714,21/05/2024,18/06/2024,"Lester, Collier and Anderson",Logistics,Operations,Instead Service/Product,9,£626.37,"£5,637.33",CON2205,0,0,30
TRX00715,30/04/2025,10/05/2025,"Arias, King and Wilson",Consulting,Finance,Believe Service/Product,6,£275.68,"£1,654.08",CON8315,0,0,60
TRX00716,02/09/2024,09/09/2024,Rice LLC,Facilities Maintenance,HR,Drop Service/Product,6,£54.65,£327.90,,0,0,30
TRX00717,24/06/2024,05/07/2024,"Ross, Fisher and Lane",Medical Supplies,HR,Six Service/Product,5,£692.88,"£3,464.40",CON6861,0,0,90
TRX00718,23/10/2024,10/11/2024,Cole-Collins,Medical Supplies,Admin,Explain Service/Product,2,£114.05,£228.10,,0,0,90
TRX00719,15/12/2023,27/12/2023,"Brown, Washington and Anderson",Office Equipment,Patient Care,Part Service/Product,9,£571.69,"£5,145.21",,0,0,30
TRX00720,15/11/2023,09/12/2023,Craig Inc,Facilities Maintenance,Patient Care,Poor Service/Product,6,£275.77,"£1,654.62",CON5091,0,0,30
TRX00721,27/05/2024,16/06/2024,Moore-Moore,Medical Supplies,Admin,Create Service/Product,7,£443.32,"£3,103.24",CON3747,0,0,30
TRX00722,28/04/2024,20/05/2024,"Russell, Cook and Martinez",Consulting,Patient Care,Audience Service/Product,1,£966.63,£966.63,,123.89,100.16,60
TRX00723,01/06/2024,19/06/2024,Burnett Ltd,Consulting,Finance,Many Service/Product,8,£876.78,"£7,014.24",CON9790,0,0,30
TRX00724,13/06/2025,25/06/2025,"Campbell, Simpson and Young",Logistics,Finance,Child Service/Product,6,£858.24,"£5,149.44",CON4446,0,0,60
TRX00725,20/08/2024,09/09/2024,Wood Ltd,Medical Supplies,Admin,Protect Service/Product,9,£301.65,"£2,714.85",CON3854,0,0,60
TRX00726,23/07/2024,01/08/2024,"Williams, Jenkins and Martin",Facilities Maintenance,Patient Care,Key Service/Product,1,£928.71,£928.71,CON6867,0,0,90
TRX00727,06/10/2023,05/11/2023,Castro-Hayes,IT Services,Patient Care,Still Service/Product,9,£53.52,£481.68,CON8351,0,0,60
TRX00728,08/11/2023,06/12/2023,Green-Vazquez,Logistics,Finance,Agreement Service/Product,6,£781.79,"£4,690.74",,354.76,80.36,90
TRX00729,05/04/2025,22/04/2025,Ross Inc,Medical Supplies,Finance,Poor Service/Product,5,£998.82,"£4,994.10",CON3245,567.67,32.99,30
TRX00730,12/08/2024,02/09/2024,Randolph Ltd,Consulting,Patient Care,Line Service/Product,5,£41.93,£209.65,,0,0,90
TRX00731,09/12/2023,23/12/2023,Myers Inc,Medical Supplies,Patient Care,Nation Service/Product,7,£174.06,"£1,218.42",CON8893,0,0,90
TRX00732,26/02/2025,27/03/2025,Lopez-Williams,Office Equipment,Admin,Throughout Service/Product,6,£597.29,"£3,583.74",,465.16,379.13,90
TRX00733,28/05/2025,20/06/2025,"Hunter, Cannon and Gutierrez",Logistics,Operations,Center Service/Product,2,£757.71,"£1,515.42",,142.27,73.46,30
TRX00734,26/08/2024,30/08/2024,"Krause, Francis and Hill",Consulting,Finance,Lay Service/Product,8,£42.72,£341.76,,0,0,90
TRX00735,06/04/2024,10/04/2024,Johnson-Silva,IT Services,HR,Employee Service/Product,3,£231.10,£693.30,CON3666,0,0,60
TRX00736,07/02/2024,26/02/2024,"Bowman, Johnson and Harris",Facilities Maintenance,Operations,Couple Service/Product,9,£280.23,"£2,522.07",CON5644,220.75,211.7,30
TRX00737,15/04/2025,12/05/2025,King-Ellison,Logistics,IT,Group Service/Product,3,£393.21,"£1,179.63",CON6388,95.24,3.08,90
